FTEN20200318408,RUN,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,27/2/2020
FCBM20200318322,J2:J RETRIBUSI,PRIMEWORKS STUDIOS SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,27/2/2020
FTTM20200318520,RAP PORKALAM,FEATHER ENTERTAINMENT SDN BHD,LULUS BERSIH (LB),U,2/3/2020
FCTH20200318532,PEE NAK 2,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,2/3/2020
FCJP20200318533,HOWLING VILLAGE,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,2/3/2020
FCEN20200318535,MULAN (2D),THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),P13,3/3/2020
FCTM20200318541,ASURA GURU-2D,LOTUS FIVE STAR AV (M) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,3/3/2020
FCBM20200318575,BULAN DAN PRIA TERHEBAT,SKOP FILM DISTRIBUTIONS SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,3/3/2020
FCTM20200318590,VELVET NAGARAM - 2D,LOTUS FIVE STAR AV (M) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,4/3/2020
FTEN20200318576,THE HUNT (TRL. A) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,4/3/2020
FTEN20200318577,CANDYMAN (TRL. A) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,4/3/2020
FCEN20200318593,THE NEW MUTANTS (2D),THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,4/3/2020
FTTH20200318613,LOW SEASON,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,5/3/2020
FTJP20200318614,KAIJI : FINAL GAME,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,5/3/2020
FTJP20200318615,DIGIMON ADVENTURE : LAST EVOLUTION KIZUNA ,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,5/3/2020
FTJP20200318616,MY HERO ACADEMIA : HEROES : RISING,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,5/3/2020
FCHD20200318623,ANGREZI MEDIUM,ANTENNA ENTERTAINMENTS SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,5/3/2020
FCBM20200318567,GEMENCHEH BOYS,ASTRO SHAW SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,5/3/2020
FCJP20200318625,MY HERO ACADEMIA : HEROES : RISING -2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,5/3/2020
FCJP20200318626,KAIJI : FINAL GAME -2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,5/3/2020
FCTH20200318627,LOW SEASON - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,5/3/2020
FCEN20200318528,A QUIET PLACE PART II (2D),UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),P13,5/3/2020
FCEN20200318634,THE HUNT (2D),UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),18,5/3/2020
FTBM20200318586,SYIF MALAM RAYA,UNITED STUDIOS SDN BHD,LULUS BERSIH (LB),U,5/3/2020
FTEN20200318655,TROLLS WORLD TOUR-PRE -BOOKING PIECE THROW (2D),UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,6/3/2020
FCBM20200318656,KAFIR,EMPIRE FILM SOLUTION SDN.BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,6/3/2020
FCEN20200318733,BABA YAGA: TERROR OF THE DARK FOREST,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),P13,9/3/2020
FCTM20200318749,DHARALA PRABU - 2D,LOTUS FIVE STAR AV (M) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,9/3/2020
FTEN20200318731,A QUIET PLACE PART II CELL-PHONE PROMO,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,10/3/2020
FCPR20200318759,THE SPECIALS -2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,10/3/2020
FCEN20200318729,A QUIET PLACE PART II (2D),UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),P13,10/3/2020
FCEN20200318526,PETER RABBIT 2: THE RUNAWAY (2D),SONY PICTURES ENTERTAINMENT MALAYSIA SDN. BHD.,LULUS BERSIH (LB),P13,10/3/2020
FCTM20200318767,ETTUTHIKKUM PARA,DMY CREATION SDN. BHD.,LULUS BERSIH (LB),18,11/3/2020
FCBM20200318750,ESCAPE,DMY CREATION SDN. BHD.,LULUS BERSIH (LB),18,11/3/2020
FCEN20200318901,I STILL BELIEVE - 2D,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),P13,12/3/2020
FTEN20200318958,INFINITE (TRL. A) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,13/3/2020
FTEN20200318964,GREYHOUND (TRL. D) 2D,SONY PICTURES ENTERTAINMENT MALAYSIA SDN. BHD.,LULUS BERSIH (LB),U,13/3/2020
FTEN20200318960,THE NEW MUTANTS (TRL. B) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,13/3/2020
FTEN20200318961,THE KING'S MAN (TRL. D) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,13/3/2020
FTEN20200318962,ANTLERS (TRL. C) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,13/3/2020
FTEN20200318963,MULAN (TRL. Q) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,13/3/2020
FTTM20200319004,PARAMAPATHAM,DREAM SKY HOME PRODUCTION SDN.BHD.,LULUS BERSIH (LB),U,14/3/2020
FCCZ20200319029,THE BIKERS,EMBASSY OF THE CZECH REPUBLIC,LULUS DENGAN PENGUBAHAN (LDP),18,16/3/2020
FCEN20200319048,SPILT GRAVY,EARLY BIRD PRODUCTIONS SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,16/3/2020
FCMD20200320634,THE BRIDGE CURSE,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,10/6/2020
FCLL20200320635,THE CLOCK: SPIRITS AWAKENING,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),P13,10/6/2020
FCIN20200320631,PSIKO 4 MANTAN,ANTENNA ENTERTAINMENTS SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),18,10/6/2020
FCIN20200320697,KUTUK,ANTENNA ENTERTAINMENTS SDN BHD,LULUS BERSIH (LB),P13,12/6/2020
FCEN20200318755,THE HIRED KILLER,FULL BILLION ENTERTAINMENT SDN. BHD.,LULUS BERSIH (LB),18,15/6/2020
FTEN20200318756,THE HIRED KILLER ,FULL BILLION ENTERTAINMENT SDN. BHD.,LULUS BERSIH (LB),U,15/6/2020
FCBM20200320728,MARABAHAYA UNDERGROUND,D'EDGE COMMUNICATION (M) SDN BHD,LULUS BERSIH (LB),P13,16/6/2020
FCEN20200320922,THE JACK IN THE BOX,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),P13,22/6/2020
FCJP20200320946,DIGIMON ADVENTURE : LAST EVOLUTION KIZUNA -2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,22/6/2020
FCKR20200320947,INTRUDER-2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,22/6/2020
FTMD20200320957,THE BRIDGE CURSE,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),U,23/6/2020
FTLL20200320958,THE CLOCK: SPIRITS AWAKENING,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),U,23/6/2020
FCEN20200321057,ANTEBELLUM,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),18,24/6/2020
FTEN20200321068,RETURN TO CINEMA GENERIC PSA,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,24/6/2020
FTKR20200321220,TRAIN TO BUSAN PRESENTS PENINSULA ,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,28/6/2020
FCJP20200321238,FUKUSHIMA 50 - 2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,29/6/2020
FTKR20200321283,INTRUDER ,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,29/6/2020
FTJP20200321282,FUKUSHIMA 50,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,29/6/2020
FCEN20200321286,THE EMPTY MAN (2D),THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,30/6/2020
FTIN20200321351,SEBELUM IBLIS MENJEMPUT: AYAT 2,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,2/7/2020
FTTH20200321350,DARK SECRET,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,2/7/2020
FCKR20200321361,TRAIN TO BUSAN PRESENTS PENINSULA -2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),18,2/7/2020
FCEN20200321375,THE ROOM,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),18,6/7/2020
FTEN20200321414,TENET (TRL. F3) 2D,WARNER BROS. MALAYSIA SDN. BHD.,LULUS BERSIH (LB),U,7/7/2020
FCMD20200321458,A CHOO,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,7/7/2020
FTMD20200321459,A CHOO,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),U,7/7/2020
FCJR20200321480,3DAYS IN QUIBERON,EMBASSY OF THE FED. REP OF GERMANY,LULUS DENGAN PENGUBAHAN (LDP),P13,8/7/2020
FTEN20200321493,REBORN,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,8/7/2020
FTEN20200321500,THE RENTAL,ATRINAGA SDN BHD,LULUS BERSIH (LB),U,8/7/2020
FCEN20200321501,THE RENTAL,ATRINAGA SDN BHD,LULUS BERSIH (LB),18,8/7/2020
FTEN20200321575,UNHINGED - TRL,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,10/7/2020
FTEN20200321576,GREENLAND - TRL,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,10/7/2020
FCIN20200321612,AKU TAHU KAPAN KAMU MATI,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,13/7/2020
FCEN20200321611,REBORN,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,13/7/2020
FTJP20200321680,FATE / STAY NIGHT : HEAVEN'S FEEL III SPRING SONG,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),U,14/7/2020
FTEN20200321681,SOLAR IMPACT,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,14/7/2020
FCEN20200321739,LEGACY OF LIES,MALIK STREAMS CORPORATION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),18,16/7/2020
FTEN20200321742,LEGACY OF LIES,MALIK STREAMS CORPORATION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),U,16/7/2020
FCEN20200321735,TENET (2D),WARNER BROS. MALAYSIA SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,16/7/2020
FCEN20200321746,SOLAR IMPACT - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,16/7/2020
FCKT20200321745,MY PRINCE EDWARD - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,16/7/2020
FCTM20200321816,DANNY - 2D,LOTUS FIVE STAR AV (M) SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,20/7/2020
FTKR20200321828,STEEL RAIN : SUMMIT,ATRINAGA SDN BHD,LULUS BERSIH (LB),U,20/7/2020
FCTH20200321838, DARK SECRETS,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),18,20/7/2020
FTJP20200321867,DEMON SLAYER PARTY,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,20/7/2020
FCJP20200321868,DEMON SLAYER PARTY - 2D,GSC MOVIES SDN BHD,LULUS BERSIH (LB),P13,20/7/2020
FCEN20200321997,BLACK WATER : ABYSS,GSC MOVIES SDN BHD,LULUS BERSIH (LB),18,22/7/2020
FMKR20200321932,EYES ON ME :  THE MOVIE,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,22/7/2020
FTEN20200322007,THE TUNNEL,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,23/7/2020
FTEN20200322077,THE WIDOW,ATRINAGA SDN BHD,LULUS BERSIH (LB),U,23/7/2020
FCEN20200322068,SCOOB! (2D),WARNER BROS. MALAYSIA SDN. BHD.,LULUS BERSIH (LB),P13,24/7/2020
FTEN20200322091,THE KING'S MAN (TRL. F) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,24/7/2020
FTKT20200321934,MY PRINCE EDWARD,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,27/7/2020
FTEN20200322202,BLACK WATER : ABYSS,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,27/7/2020
FCIN20200322241,SEBELUM IBLIS MENJEMPUT AYAT-2,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),18,28/7/2020
FTEN20200322310,BILL & TED FACE THE MUSIC,ONEWORLD ALLIANCE FILM SDN BHD,LULUS BERSIH (LB),U,29/7/2020
FCKR20200322433,STEEL RAIN : SUMMIT,ATRINAGA SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,3/8/2020
FTJP20200322456,BANG DREAM,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,4/8/2020
FAJP20200322466,BANG DREAM - 2D,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,4/8/2020
FCMI20200322285,MAT KILAU,STUDIO KEMBARA,LULUS BERSIH (LB),P13,4/8/2020
FCBM20200322530,AKU BUNGA AKA KERANA DIA AKU MENANGIS ,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),P13,5/8/2020
FCKT20200322613,LEGALLY DECLARED DEAD,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),18,6/8/2020
FTBM20200322614,ADA APA DENGAN DOSA,PENCIL PICTURES AND RECORDS SDN BHD,LULUS BERSIH (LB),U,6/8/2020
FTKT20200322635,LEGALLY DECLARED DEAD,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),U,7/8/2020
FCBM20200322708,DENDAM KESUMA,RICHPLUS MEDIA SDN. BHD,LULUS BERSIH (LB),P13,10/8/2020
FCSP20200322723,GILDA,EMBASSY OF ARGENTINA,LULUS BERSIH (LB),18,10/8/2020
FCJP20200322842,DANCE WITH ME (CAN'T STOP THE DANCING) ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS BERSIH (LB),P13,11/8/2020
FCJP20200322869,THE FABLE ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS DENGAN PENGUBAHAN (LDP),18,11/8/2020
FCEN20200322934,BILL & TED FACE THE MUSIC,ONEWORLD ALLIANCE FILM SDN BHD,LULUS BERSIH (LB),P13,12/8/2020
FCEN20200322965,BEHIND YOU - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,12/8/2020
FCJP20200322966,AI AMOK - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,12/8/2020
FCJP20200322982,MASQUERADE HOTEL,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS BERSIH (LB),P13,13/8/2020
FTIN20200323036,SAKRAL,ANTENNA ENTERTAINMENTS SDN BHD,LULUS BERSIH (LB),U,14/8/2020
FTIN20200323038,KUTUK,ANTENNA ENTERTAINMENTS SDN BHD,LULUS BERSIH (LB),U,14/8/2020
FCJP20200323062,FATE / STAY NIGHT ( HEAVEN'S FEEL ) III . SPRING SONG - 2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,14/8/2020
FCMD20200323097,DO YOU LOVE ME AS I LOVE YOU,RAM ENTERTAINMENT SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,17/8/2020
FTMD20200323099,DO YOU LOVE ME AS I LOVE YOU,RAM ENTERTAINMENT SDN BHD,LULUS BERSIH (LB),U,17/8/2020
FTKR20200322478,BREAK THE SILENCE.THE MOVIE,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),U,17/8/2020
FCKR20200322926,BREAK THE SILENCE.THE MOVIE,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),P13,17/8/2020
FTKR20200323175,BREAK THE SILENCE - THE MOVIE TR.2,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),U,18/8/2020
FTKR20200323179,BREAK THE SILENCE - THE MOVIE TR. 3,NUSANTARA SENI KARYA SDN. BHD.,LULUS BERSIH (LB),U,18/8/2020
FTMD20200323252,I WEIRDO,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH DENGAN PENGUBAHAN LAIN (LBP),U,19/8/2020
FCMD20200323254,I WEIRDO,MM2 FILM DISTRIBUTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,19/8/2020
FCMD20200323282,THE EIGHT HUNDRED -2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),18,19/8/2020
FCEN20200321192,MULAN (2D),THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),P13,21/8/2020
FCEN20200323402,C144 HUMAN X NATURE,REDBOY PICTURES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,24/8/2020
FTEN20200323409,THE WRETCHED,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),U,24/8/2020
FTEN20200323414,SOUL (TRL. CR) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,24/8/2020
FTEN20200323415,SOUL (TRL. CR) 3D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,24/8/2020
FTEN20200323418,BLACK WIDOW (TRL. GR) 2D,THE WALT DISNEY COMPANY (MALAYSIA) SDN. BHD.,LULUS BERSIH (LB),U,24/8/2020
FTMD20200323421,THE EIGHT HUNDRED,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,24/8/2020
FTEN20200323420,BEHIND YOU,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,24/8/2020
FTPR20200323419,THE SPECIALS,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,24/8/2020
FTKR20200323417,BREAK THE SILENCE,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,24/8/2020
FTEN20200323474,THE MORTUARY COLLECTION,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS BERSIH (LB),U,25/8/2020
FTEN20200323638,Z - TRL,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,27/8/2020
FCEN20200323662,THE WRETCHED,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),18,27/8/2020
FTJP20200323572,AI AMOK,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,27/8/2020
FCRS20200323687,THE WIDOW,ATRINAGA SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,27/8/2020
FCBM20200323693,IMAGINUR,LUMATIC FILMS SDN BHD,LULUS BERSIH (LB),P13,28/8/2020
FCKT20200323362,MONSTER RUN (2D),SONY PICTURES ENTERTAINMENT MALAYSIA SDN. BHD.,LULUS BERSIH (LB),P13,28/8/2020
FTEN20200323754,DEATH OF ME ,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),U,31/8/2020
FTEN20200323753,LET IT SNOW,GSC MOVIES SDN BHD,LULUS BERSIH (LB),U,31/8/2020
FAJP20200323757,RE ZERO - 2D,TGV PICTURES SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,31/8/2020
FTBM20200323764,MIIMALAND,MICO STUDIO (M) SDN. BHD.,LULUS BERSIH (LB),U,1/9/2020
FTKT20200323359,MONSTER RUN (TRL. A 2D) CANTONESE VERSION,SONY PICTURES ENTERTAINMENT MALAYSIA SDN. BHD.,LULUS BERSIH (LB),U,1/9/2020
FTBM20200323133,MIIMALAND ,MICO STUDIO (M) SDN. BHD.,LULUS BERSIH (LB),U,2/9/2020
FTBM20200323761,MIIMALAND,MICO STUDIO (M) SDN. BHD.,LULUS BERSIH (LB),U,2/9/2020
FTBM20200323834,SALINA (90 SAAT),MADNESS FILMS SDN. BHD.,LULUS BERSIH (LB),U,2/9/2020
FTKR20200323892,DELIVER US FROM EVIL,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,3/9/2020
FCKR20200323906,LITTLE FOREST,EMBASSY OF THE REPUBLIC OF KOREA,LULUS BERSIH (LB),P13,3/9/2020
FCKR20200323907,FAMILYHOOD,EMBASSY OF THE REPUBLIC OF KOREA,LULUS BERSIH (LB),P13,3/9/2020
FCKR20200323908,STAND BY ME ,EMBASSY OF THE REPUBLIC OF KOREA,LULUS BERSIH (LB),P13,3/9/2020
FCKR20200323912,FENGSHUI,EMBASSY OF THE REPUBLIC OF KOREA,LULUS DENGAN PENGUBAHAN (LDP),P13,3/9/2020
FTEN20200323913,AMULET - TRL,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),U,3/9/2020
FCJP20200323898,PASSAGE OF LIFE ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS DENGAN PENGUBAHAN (LDP),P13,4/9/2020
FCKR20200323959,DELIVER US FROM EVIL-2D,TGV PICTURES SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,4/9/2020
FCEN20200323961,GHOSTS OF WAR - 2D,YUSARI FILEM SDN. BHD.,LULUS BERSIH DENGAN PENGUBAHAN LAIN (LBP),18,4/9/2020
FCPEN20200323748,NOVEMBER 1ST,42ND PICTURES SDN.BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,4/9/2020
FCPFN20200323749,THE STICK ,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),U,4/9/2020
FCPJR20200323750,WE DELIVER A SMILE�,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),P13,4/9/2020
FCPKR20200323752,AIR CONDITIONER IN PANMUNJEOM,42ND PICTURES SDN.BHD.,LULUS DENGAN PENGUBAHAN (LDP),P13,4/9/2020
FCPJP20200322644,INCARNATION ,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),P13,4/9/2020
FABM20200322653,THE ONEDERFUL NATION,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),U,4/9/2020
FCPEN20200322656,A BETTER YOU ,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),P13,4/9/2020
FCPTG20200323742,LIMBO,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),U,4/9/2020
FCPIM20200323745,LIAN,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),P13,4/9/2020
FCPJM20200323747,TAPIOCA DIARY��,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),U,4/9/2020
FCEN20200323983,Z - 2D,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),P13,7/9/2020
FCEN20200323984,AMULET - 2D,TGV PICTURES SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),18,7/9/2020
FCEN20200323966,THE TUNNEL,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,7/9/2020
FCEN20200324037,LET IT SNOW -2D,GSC MOVIES SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,8/9/2020
FTEN20200324039,NO TIME TO DIE (TRL. I) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,8/9/2020
FAPR20200323746,FOR A FISTFULL OF TOFFEES,42ND PICTURES SDN.BHD.,LULUS BERSIH (LB),P13,8/9/2020
FTMD20200323661,NASI LEMAK 1.0,NSP ENTERTAINMENT SDN. BHD.,LULUS BERSIH (LB),U,8/9/2020
FTBM20200324009,NASI LEMAK 1.0,NSP ENTERTAINMENT SDN. BHD.,LULUS DENGAN PENGUBAHAN (LDP),U,8/9/2020
FCEN20200324191,UNHINGED - 2D,TGV PICTURES SDN. BHD.,LULUS BERSIH (LB),18,11/9/2020
FTEN20200324220,FREAKY (TRL. A) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS DENGAN PENGUBAHAN (LDP),U,11/9/2020
FDSP20200324189,"GABO, THE MAGIC OF REALITY",EMBASSY OF COLOMBIA,LULUS BERSIH (LB),P13,14/9/2020
FTTM20200324306,POOCHANDI,TRIUMBAKAA SDN BHD,LULUS BERSIH (LB),U,15/9/2020
FCEN20200324258,THE VIGIL,POSITIVE FILM SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,17/9/2020
FCJP20200324383,ONE SUMMER STORY,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS BERSIH (LB),P13,17/9/2020
FCJP20200324388,NOT QUITE DEAD YET ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS BERSIH (LB),P13,17/9/2020
FCJP20200324390,TALKING THE PICTURES ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS DENGAN PENGUBAHAN (LDP),P13,17/9/2020
FCJP20200324392,STEP ,"THE JAPAN FOUNDATION, KUALA LUMPUR",LULUS BERSIH (LB),U,17/9/2020
FCEN20200324451,THE MORTUARY COLLECTION,SURAYA FILEM PRODUCTION AND DISTRIBUTION SDN. BHD,LULUS DENGAN PENGUBAHAN (LDP),18,18/9/2020
FTEN20200324454,NO TIME TO DIE (TRAILER WHAT IS BOND) 2D,UNITED INTERNATIONAL PICTURES (SDN),LULUS BERSIH (LB),U,18/9/2020
FTEN20200324455,DUNE (TRL. F2) 2D,WARNER BROS. MALAYSIA SDN. BHD.,LULUS BERSIH (LB),U,18/9/2020
FCMI20200324475,PASAL KAU,ACT 2 PICTURES SDN BHD,LULUS BERSIH (LB),P13,21/9/2020
FCIN20200324495,MATI ANAK,ANTENNA ENTERTAINMENTS SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,21/9/2020
FCEN20200324518,AWOKEN,ANTENNA ENTERTAINMENTS SDN BHD,LULUS BERSIH (LB),18,21/9/2020
FCHM20200324051,THE STORY OF SOUTHERN ISLET,ASTERI PRODUCTION SDN BHD,LULUS DENGAN PENGUBAHAN (LDP),P13,21/9/2020
FTKT20200324544,FATAL VISIT ,MM2 FILM DISTRIBUTION SDN BHD,LULUS BERSIH (LB),U,22/9/2020
